x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y
-340.6729126,91.38574219,-0.634634495,18.01037407,-0.810746908,12.08496761,-16.17304802,4.410651684,-3.226586819,5.468163013,-14.52669907,-5.942625999,-14.26470757,1
-295.6383362,82.03716278,-20.45992851,26.2344017,-4.344112396,0.586493194,-11.58197021,3.232882738,-9.908216476,6.519253731,-11.1982851,-7.224058628,-5.524196625,1
-333.8053894,84.32090759,-16.28843498,28.67132759,5.256377697,0.688008845,-11.85115433,-4.531594276,0.89157033,7.055549145,-11.39898586,-5.584427834,-10.67757607,1
-277.8284302,82.67755127,-34.46516037,24.1287117,4.724174976,-2.518036842,-17.13782692,-6.069281578,3.266214132,8.464447021,-8.527257919,-4.624067783,-10.05968952,1
-283.2459106,90.35796356,-30.40530205,20.19629097,7.698900223,-0.370341033,-18.0609436,-6.435220718,0.937870324,8.706141472,-8.236557961,-5.148102283,-8.560896873,1
-299.232666,94.25149536,-35.90962219,19.2372036,1.560572386,5.462605,-12.11355972,-3.320049763,3.426900625,6.95697403,-9.643320084,-2.44422102,-13.29423904,1
-332.6672058,97.40104675,-30.00749969,18.32142258,-2.750504255,3.575891018,-7.271444798,4.79157877,7.513608456,2.365993977,-8.406946182,0.058286611,-7.957315445,1
-334.3668823,90.48001862,-16.90069962,26.6152668,1.567400098,-1.793280602,-10.83781719,1.098546982,-4.871813297,3.753320456,-14.88002777,-2.069455624,-10.79132557,1
-307.1985474,92.59886932,-25.45089912,26.94174767,-0.821807921,-1.601492167,-12.25976753,0.764275372,-1.722909689,7.301214695,-18.34596252,-0.975211799,-14.58867836,1
-332.1015015,86.95610809,-40.06490707,19.08839417,-8.153235435,0.719284475,5.566479683,-0.862567544,6.623173714,14.29859352,-11.28855705,-8.953252792,-3.090277672,1
-368.1821594,107.2624359,0.215001643,25.74140167,-0.444077164,4.708662033,-3.723202229,-4.395606995,-0.639979184,-0.941135228,-11.67113304,-7.613662243,-8.243375778,1
-312.9014587,121.5282974,-30.13912582,3.008071423,-10.46776867,6.898386955,-4.545716763,-7.996677399,1.510477901,1.117072463,-9.546603203,-6.0034132,-10.03301239,1
-377.0514832,103.8928528,-2.23560524,27.77963638,-0.364783049,4.442551613,-3.824346304,-9.816303253,4.57398653,1.393856883,-14.15486145,-2.908296108,-8.889440536,1
-321.8893433,93.12340546,-31.10776138,12.1376543,-0.004692626,7.683202744,-1.642658949,-2.706212521,-1.908668995,12.79998779,-12.46527195,-12.78409958,-10.39767361,1
-335.1403809,84.87350464,-16.3883667,29.42501831,-4.808685303,2.533276796,0.670868993,-2.521095514,-3.384819984,11.64260674,-16.0812645,-8.903971672,-4.972873211,1
-371.076416,89.70350647,2.741008043,28.46991158,-2.026867867,4.750630379,-6.153999329,-4.600858212,-4.333592892,8.936689377,-13.52845669,-3.946937561,-4.047586918,1
-344.5447388,97.97863007,-8.804299355,28.00612831,2.307193518,5.909561634,-10.08132648,-5.99863863,2.056937456,8.043972015,-11.54625893,-0.002844614,-3.557163954,1
-392.0940552,121.4547043,-3.823899269,29.89539146,-0.179063171,1.717559576,-0.938868105,-9.52189827,1.707140326,1.57744503,-11.1177063,-3.03570056,-5.520616531,1
-380.7679138,110.8185196,-0.318731874,30.24489784,0.250762165,4.216724873,-3.451896191,-6.942968369,2.547302723,2.473482132,-9.891132355,-4.97842598,-5.87764883,1
-365.8482361,115.05896,-22.17434502,14.1792593,1.359253407,4.147781372,-8.918907166,-7.237538815,1.899612546,5.925019741,-7.226089001,-1.419262528,-8.285609245,1
-347.4034119,108.3117371,-19.09279823,20.95439911,-4.4853158,8.600205421,-3.744509935,-8.627779007,0.661161304,5.57200861,-11.42870522,-8.670121193,-12.32293415,1
-322.1214905,96.20567322,-32.81805038,7.509203911,10.58119392,0.289592713,-4.369842052,1.241330981,-1.109321833,8.959856987,-11.78366566,5.905034065,-12.84518909,1
-348.6966248,91.19719696,-7.213007927,29.33711052,1.206946611,0.583988488,-1.876443148,-17.42672729,-3.026026011,9.681077957,-10.80606937,1.15761435,-10.39392281,1
-348.5621338,100.36483,-21.51793671,31.15304184,4.303556442,4.938428879,-4.290850639,-18.64485168,-2.465803862,12.45932865,-14.23069572,-2.45407033,-9.103702545,1
-316.0042725,92.54302979,-29.03866196,31.37477493,6.339588642,-0.850262702,-6.828763485,-18.53715324,-5.032136917,17.44055939,-9.9330616,-0.460211635,-13.58633137,1
-345.3220215,93.73265076,-10.2746563,34.96053696,-1.767944932,3.466402292,-4.103694916,-17.91825867,-5.941153526,10.67649746,-9.014317513,-4.462751389,-15.47886276,1
-337.5898743,95.5296936,-21.4797821,25.32155037,-0.310198039,2.591343164,-7.906042576,-14.22271538,-6.631000042,12.68233871,-4.124232292,-2.973090649,-14.95460701,1
-304.9016113,90.95314026,-33.41374969,28.72066307,1.863715529,-1.835095882,-8.766198158,-15.16402626,-5.828229427,15.44855499,-6.156576157,-0.607327819,-17.44321251,1
-334.4869995,81.85689545,-27.16511917,23.13250351,3.522650957,5.177431107,-0.722854853,-10.68087482,4.031201363,15.11278915,-9.980341911,4.135420799,-13.33740807,1
-343.997467,82.29758453,-22.7735672,31.71936035,5.913836479,2.426479101,0.355585843,-7.644661427,-0.698192477,12.73745632,-10.25261497,1.567646265,-9.982637405,1
-364.9176331,80.31489563,1.904161811,39.69801331,-4.190792561,5.323848248,1.799005151,-15.48685265,-5.89605093,10.16640282,-14.00520897,1.171658516,-10.07995605,1
-342.4352112,105.0863876,-24.15760803,25.74578476,-0.262048423,1.691371322,1.570269704,-10.84682846,-8.734656334,8.005514145,-10.84087944,-2.668649673,-10.37562561,1
-322.6919861,92.9176178,-9.502548218,35.68370438,-1.08797729,2.372956753,-0.748112559,-19.33973885,-6.995863914,12.16376686,-18.10969162,1.693542004,-10.34287548,1
-348.0463562,96.52773285,0.625423431,37.98141861,-4.402153015,3.083651304,0.717372656,-18.03286743,-7.489388466,9.373866081,-15.31010056,1.967904329,-12.99881458,1
-354.4093933,86.6271286,0.377066284,33.6802597,-2.030748606,2.674397469,-1.657623649,-15.28788471,-2.477536678,10.10388947,-13.61223984,1.500226259,-12.59614086,1
-231.5193024,130.7970581,-42.62837982,-37.37983322,8.210505486,-37.5207901,-21.64956093,-13.14922619,-15.43206882,-3.858352661,-13.39497948,-1.222084999,-22.1361866,1
-202.7919617,128.6660004,-55.46255112,-35.4582901,5.963134289,-41.14209747,-28.45329857,-13.49847698,-17.9926548,-2.841534853,-12.29003429,-3.881945372,-21.59215355,1
-221.4625549,132.2298584,-49.18873215,-34.98587418,7.844523907,-42.86779404,-21.81358337,-10.74003029,-18.47668648,-0.49042505,-12.86953926,-6.422789097,-19.2667942,1
-229.0349426,135.6583862,-51.0067482,-31.01781845,9.128088951,-41.6328392,-20.46243286,-10.37568283,-18.83592033,-0.170046523,-11.96776199,-5.394565105,-16.81915665,1
-231.0208282,143.0762024,-56.65980911,-31.95942116,7.757804394,-42.93757248,-18.82346916,-10.83635902,-15.46927547,0.302686483,-10.94921398,-4.078650475,-19.0224514,1
-227.8236542,138.3230286,-42.07971954,-31.07714844,11.39957714,-44.98424911,-24.80691338,-14.50189114,-19.71531487,-0.077010468,-11.67480755,-2.671000242,-17.07624817,1
-231.320282,143.2206543,-49.77097219,-29.04858894,3.239499331,-38.00362396,-26.74216843,-15.40758991,-16.83223152,-12.53427601,-12.61779785,-3.873384237,-16.73501968,1
-233.4283033,145.628911,-49.84715758,-27.73492933,3.750972033,-43.52168655,-23.08724785,-8.102928162,-11.4200325,-10.86305237,-12.73779202,-3.927858353,-22.76999283,1
-235.5363246,148.0371678,-49.92334297,-26.42126972,4.406105995,-38.89781952,-22.33709717,-14.31000614,-13.75350094,-6.788651466,-13.76405621,-2.298448563,-16.7406044,1
-237.644346,150.4454245,-49.99952836,-25.1076101,-2.299603939,-37.35383224,-25.36663055,-4.461585045,-8.939791679,-2.022995949,-13.00974941,-1.864821553,-18.82610512,1
-239.7523673,152.8536813,-50.07571375,-23.79395049,19.72738266,2.659484148,3.601531029,-5.419791222,6.613307476,-0.132644624,-0.731722474,1.995970845,-1.385200143,1
-241.8603886,155.261938,-50.15189914,-22.48029088,20.96586037,-2.298455,4.388232708,-3.122137785,2.743988991,0.371445388,-1.648968577,0.956030667,-3.374249935,1
-243.9684099,157.6701948,-50.22808453,-21.16663126,19.63268089,1.094681501,4.299964905,-4.019791126,5.98365736,-2.756942987,0.797541797,1.791452646,0.68793565,1
-246.0764313,160.0784515,-50.30426992,-19.85297165,20.04915619,4.194656372,1.061654568,-4.247420311,7.841162682,-6.720521927,-0.146437496,0.08032804,-0.441052288,1
-248.1844526,162.4867083,-50.38045531,-18.53931204,20.60528564,4.120226383,3.509304523,-5.707459927,6.662909508,-2.447845697,-0.086967818,1.597998023,1.436236382,1
-250.2924739,164.894965,-50.4566407,-17.22565242,-0.195469618,1.998581648,-7.252688408,-5.25665617,-1.836614609,4.513927937,0.4313972,7.245963573,-7.405336857,1
-252.4004953,167.3032218,-50.53282609,-15.91199281,6.888149738,0.699959219,-3.370902777,-1.030064821,-1.664216876,4.702651978,-2.814382315,7.952430725,-5.618695259,1
-254.5085166,169.7114785,-50.60901148,-14.5983332,3.41783905,1.12412715,-3.641045332,-2.704376459,-3.140036345,4.689394951,-4.64631176,2.974779129,-4.875134945,1
-183.763031,143.7958832,-24.1066246,25.51603699,5.033401012,10.16267586,-1.515799284,1.402299762,-2.533003092,4.973590374,-1.455618262,1.179670572,-3.967134237,1
-184.2764893,152.7019958,-28.28391075,27.62262535,6.88974905,8.16300869,0.197303549,-0.920718849,-3.368970633,4.921209812,-2.872076511,3.711154461,-3.543131351,1
-163.6251678,138.6593781,-25.62175941,25.87759972,5.44720459,4.626011848,-2.980246067,0.115685411,-3.802225113,4.575404167,-1.822752476,2.944124699,-3.873568296,1
-177.6022339,141.7591858,-23.22102737,25.2288456,0.979552329,4.966258049,-0.206488028,-2.1525383,-2.805248737,5.352468491,-1.051372647,1.383124709,-3.459475517,1
-159.9572906,144.2259216,-28.6007328,24.2863903,4.790246487,0.113046028,-1.288570285,-1.671131372,-8.269857407,7.725003719,-3.544851065,3.960695267,-5.065406322,1
-165.3999481,143.15979,-23.41195488,25.24107933,2.950456142,4.93633461,-4.850138664,-2.761057138,-4.536611557,6.85793972,-3.016504765,1.889226437,-5.211411953,1
-314.6759033,97.33280945,-12.51373672,31.41991234,-5.802174568,-2.342316389,-11.85008144,-17.6674366,-15.61234856,-5.625020981,-13.37694168,-5.295954704,-15.95080471,1
-309.4653015,75.50987244,-4.472821236,34.75178528,-5.499987125,-4.443786621,-19.87841034,-8.294836998,-15.4959507,-1.319192767,-12.16899586,1.814805865,-16.3102417,1
-257.8231201,80.11471558,-6.132422924,34.76303482,-3.881613255,6.335669994,-18.1130619,-11.37227154,-19.3800354,-1.857416391,-11.68114471,-4.487159252,-15.5004034,1
-279.2193604,66.47453308,-8.823644638,36.78577805,-20.12895203,6.485277176,-12.59897232,-12.78067684,-20.31250381,1.323979378,-15.90661716,-3.969526052,-17.44363785,1
-278.4146729,72.69866943,3.095610619,27.5390625,-23.77949333,8.456007957,-9.353687286,-5.655195236,-25.28910637,-8.278897285,-5.604690552,-3.456788301,-14.18831158,1
-265.2827454,135.7778931,-9.913344383,45.3576889,-0.937631548,-8.34048748,-11.83599663,3.605062962,-9.108527184,-2.994321823,-2.88192606,0.395085961,-6.788721561,1
-268.8781128,139.8837433,-35.06734467,-29.42175293,8.844592094,-26.84806824,-22.23809624,-8.20905304,-23.0518589,-10.62126923,-12.62791538,-4.917309284,-16.71484566,1
-271.1737366,145.469635,-36.36932373,-29.63467216,9.567726135,-26.86149406,-24.83161163,-7.232417107,-18.38434792,-8.753695488,-13.72260284,-0.889028549,-15.82173729,1
-273.138855,137.4264984,-27.43407822,-28.4341011,8.019916534,-29.7675457,-20.05768204,-8.796507835,-17.5256424,-5.605520725,-11.45579433,-1.541023374,-15.49503422,1
-227.0030823,131.2071075,-42.89158249,-37.5576973,8.306042671,-37.75682831,-21.68132782,-13.20940876,-15.56159782,-3.873018503,-13.52147293,-1.256345868,-22.25191307,1
-198.3278198,129.1365509,-55.80441284,-35.60173035,6.14238739,-41.49370193,-28.36322594,-13.60709572,-18.13759422,-2.805581093,-12.46215725,-3.884126663,-21.70047188,1
-216.9795532,132.7592621,-49.49481964,-35.10331726,8.070664406,-43.23840332,-21.69422913,-10.84253788,-18.53055382,-0.500565469,-12.94696045,-6.442382813,-19.35807228,1
-224.3789825,136.0150146,-51.21525955,-31.09998131,9.246991158,-41.79595566,-20.49218941,-10.34518909,-18.92403603,-0.194329664,-12.00388432,-5.4578619,-16.80976868,1
-226.4225464,143.503952,-56.89247894,-32.07883072,7.92270565,-43.19351196,-18.76375389,-10.88744736,-15.59072018,0.308852792,-11.03358841,-4.135745525,-19.07011223,1
-251.7799377,118.6762466,-52.55833817,-20.887043,6.764889717,-41.84316254,-21.9344902,-15.54204655,-7.217346668,0.48153609,-16.08566475,3.759894848,-17.17598152,1
-260.0246582,132.8771362,-54.45967865,-13.12729645,2.30077672,-38.79139328,-1.621204257,-10.25075245,-24.41238594,-28.45450211,-21.42829132,-14.89008045,-25.93033981,1
-231.4862671,128.5608368,-53.97878265,-20.05530739,-6.47063446,-40.1271553,-6.520924568,-11.97664452,-20.7111454,-24.91230965,-16.78572273,-13.59472084,-22.79047203,1
-229.3946075,121.078743,-54.73323822,-23.56223106,-3.356009245,-35.09024048,-8.227450371,-14.9660368,-15.34475613,-24.30326843,-22.41055298,-15.27687931,-24.10056114,1
-244.5628052,124.4117966,-54.22122574,-13.80222988,-1.744153738,-32.29870987,-4.158981323,-21.09892464,-12.95307922,-22.46338844,-16.35009003,-13.27327633,-25.27646828,1
-213.7290497,116.607605,-54.67360306,-17.44390678,-1.854376912,-37.51005554,-8.571108818,-16.78182602,-8.568261147,-24.67588043,-17.90428734,-11.35141087,-25.84721947,1
-235.888443,123.9593887,-56.43733215,-18.45905876,-2.271741152,-36.91759872,-7.630121708,-16.58423805,-11.23051643,-20.44980812,-16.0272007,-15.42029667,-22.56164551,1
-250.6364441,131.0413818,-32.68372726,-24.28637505,17.52107048,-33.68152618,-15.99700451,-8.335287094,-15.95953083,-3.622136831,-15.84954166,-3.430365086,-15.82628727,1
-231.4681549,125.9870682,-32.05847168,-25.61922264,17.57555199,-34.32154465,-13.96472359,-9.483830452,-15.80292702,-6.090493679,-17.65716171,-3.213744879,-19.6827507,1
-292.6312256,142.6667328,-34.03594971,-20.24089241,16.99072075,-31.41408157,-13.52295303,-12.91198158,-10.71020126,-5.040527344,-14.38696003,-0.764074981,-17.04428101,1
-226.9463806,126.1623611,-34.63535309,-12.93613815,17.97657394,-35.13082123,-12.82863331,-10.49146843,-12.99495792,-7.100022793,-12.3320303,-1.184709907,-15.47652721,1
-271.913788,128.821625,-25.652786,-18.566216,11.342808,-26.409557,-14.622334,-11.72148,-15.988195,-5.279568,-10.313889,-7.108248,-14.334632,1
-289.079834,138.5088196,-29.77424431,-15.77173615,14.47555447,-21.00694847,-12.07590485,-7.831073761,-10.59657097,-3.310032606,-10.8829689,-5.785256863,-15.0573864,1
-234.3387451,105.6166,-51.90599442,-29.43988419,2.368596315,-39.64748764,-20.06344795,-15.64780045,-5.554545879,-2.111263037,-14.62631035,6.847803593,-20.64122581,1
-226.5696716,115.839592,-57.37356186,-31.84425163,3.655562878,-39.50812912,-19.27334213,-18.01366234,-8.524610519,3.059661627,-15.78975105,7.404748917,-19.12619209,1
-308.8666687,140.8503113,-38.00249863,-32.54480362,3.305612564,-38.16035461,-26.77583313,-15.44434738,-16.87504959,-12.61618805,-12.65652943,-3.922208548,-16.79920006,1
-300.4801331,159.5774841,-48.59034348,-26.28552055,3.845254183,-43.67437744,-23.12478256,-8.121890068,-11.47992516,-10.94993687,-12.73393345,-3.968039751,-22.88731766,1
-302.0011292,153.0132751,-45.72029495,-25.50750732,4.453498363,-39.10739899,-22.35425377,-14.37449265,-13.83894634,-6.866891861,-13.8370409,-2.350810051,-16.85825539,1
-226.3204346,142.6170807,-53.3076973,-22.21661186,5.920127869,-53.47419357,-20.29013634,-10.08253002,-25.59893417,-8.295678139,-4.824901104,-3.655249596,-16.63821602,1
-234.3205719,133.0409241,-54.55024719,-25.51158714,-1.588052869,-49.8142662,-19.00927925,-10.94496059,-19.63490677,-4.873597622,-11.95643997,-2.029890299,-19.07649803,1
-232.6755981,145.2310181,-57.52709961,-23.9174614,3.536516905,-50.46805954,-17.66396713,-8.252286911,-23.16682434,-5.18462944,-5.947874546,-1.206333637,-20.88555908,1
-392.4003296,115.9804077,-52.10199738,-33.61382675,0.733247459,-29.24372292,-21.55805016,-14.75208473,-10.46980953,-4.003116131,-10.86621857,-7.965528011,-13.82978344,1
-320.0859985,122.5720291,-29.24293327,-29.33774948,4.427267551,-27.28414726,-21.23062897,-26.01148796,-15.42656517,-11.84727001,-24.27665901,-2.784626007,-19.82286835,1
-346.8551331,109.4694748,-28.3907795,-27.69269371,-0.385900736,-14.69240761,-14.58230019,-24.23920631,-13.67596912,-9.457234383,-16.13094521,-6.660191536,-16.03078079,1
-323.8164368,120.8236008,-34.88446808,-29.43520737,8.409980774,-27.14667511,-23.23099899,-23.31366539,-13.20244884,-8.336855888,-21.69826698,-2.853548527,-17.63590622,1
-292.718811,111.8347626,-35.42154312,-27.11827469,4.243602753,-29.34556961,-26.14481735,-27.55619621,-12.71876621,-11.29497623,-23.31670761,-3.154990673,-15.21716404,1
-338.1602783,114.649147,-24.83927345,-28.11548805,2.258908749,-24.5788765,-24.22441483,-26.55844879,-13.50782585,-10.46557236,-21.48781967,-1.237542868,-17.3166008,1
-333.6364441,107.5679932,-42.30948257,-29.8081131,-1.514733672,-23.48196602,-17.19047928,-22.88386345,-12.70397949,-9.06065464,-19.53001785,-2.456788301,-18.44132996,1
-275.7907104,112.8830948,-48.56177902,-35.03660583,1.792135835,-27.93087959,-25.68656158,-32.11650467,-14.60414791,-6.936200619,-24.71290016,-4.393868923,-18.42592239,1
-316.7054138,123.6781464,-36.16163635,-32.28819656,1.896686554,-17.3258152,-24.91668129,-33.81668854,-12.56562042,-7.55758667,-19.6146431,-7.186794281,-14.52540398,1
-325.383667,127.71698,-37.39313126,-32.8093071,0.119303905,-19.16849518,-17.89338875,-27.5366993,-15.81913185,-10.24888611,-17.88663292,-1.463731527,-17.287117,1
-328.9119873,118.8880997,-51.95891571,-24.7656498,3.992024183,-29.57456589,-27.0199337,-15.70730114,-9.667814255,-9.107199669,-17.67038155,-5.516362667,-17.92962837,1
-357.5897522,117.6818085,-47.89588928,-30.63759041,2.945658922,-33.75657654,-21.22153473,-16.2277832,-17.36389542,-1.231096387,-14.94470596,-7.273577213,-17.22762299,1
-364.1946106,132.3550568,-55.54401016,-25.2314949,7.778202534,-30.35858154,-28.32110405,-5.576050758,-9.510173798,-13.07832146,-11.85853958,-12.42650032,-11.60426235,1
-385.6931458,132.9304657,-35.19159698,-16.03301239,6.243621349,-28.21184921,-24.38650513,-6.959030628,-11.72331142,-14.67899418,-10.70758343,-8.164166451,-14.91711903,1
-306.1229248,109.9893799,-36.00559998,-36.97895432,5.538068771,-24.54509163,-23.04683113,-22.13863754,-16.50542259,-12.12088108,-22.07489586,-2.475910187,-15.28305626,1
-347.6860352,130.0467377,-31.18195534,-20.70437622,11.72736263,-25.9295826,-26.70996284,-27.86558723,-13.55588627,-9.031591415,-22.12956619,-1.37900269,-12.16552162,1
-330.0276184,120.4186935,-34.974617,-17.0147419,12.62486839,-30.54598236,-30.99466705,-24.91477585,-13.8919735,-9.78385067,-25.1871109,-0.023546329,-13.01395702,1
-358.2441406,114.0204086,-26.29201698,-26.0334816,7.146017551,-21.05838585,-24.55428123,-25.78787041,-12.4655962,-10.7150135,-23.09897995,-2.091358662,-12.85956955,1
-358.9966431,115.8806076,-26.48453903,-9.967528343,5.535783291,-26.70401955,-23.83558464,-29.11442375,-15.54435635,-11.26896286,-21.75924683,0.041051913,-15.28533554,1
-336.9959412,121.4404907,-27.86391068,-27.18227005,6.583577156,-24.56979179,-23.72620964,-29.93852806,-17.40885544,-6.228056908,-21.64312172,0.02403192,-14.12496376,1
-345.7999573,114.0655975,-17.93239403,-26.0756073,4.582723618,-16.87967491,-22.09337425,-25.35231972,-14.35632038,-9.292315483,-19.69807625,-3.250622511,-11.14211369,1
-319.2624817,119.6930466,-29.8387661,-24.42646408,11.1824379,-27.73367691,-23.12317848,-26.71833229,-13.82971096,-9.027173996,-22.81495094,-1.88708353,-17.92093086,1
-327.2453918,114.7012253,-39.27444077,-25.99062347,6.123212814,-31.62705231,-19.27587509,-19.76807022,-14.9275074,-4.697547913,-21.61108971,-3.471518993,-20.38474655,1
-303.4723511,120.0143204,-34.55722809,-22.52780342,11.02439594,-27.36785126,-28.3330555,-22.98524475,-14.15053177,-8.318461418,-19.776474,-0.016556459,-10.71141243,1
-342.595459,131.2996979,-29.83288002,-21.6086235,14.41837406,-24.18293381,-25.95835876,-28.0528717,-16.55405426,-9.840723038,-21.85549355,0.192025021,-15.00905895,1
-317.1706848,122.8564835,-37.43811417,-19.26838112,10.53405952,-28.78806496,-27.09513664,-31.1274929,-13.65840721,-12.26486397,-24.52744484,-1.423920751,-17.81311798,1
-358.2619934,113.5691376,-26.85934067,-13.24964809,6.720427036,-24.24220657,-23.47450829,-27.27462006,-12.81494904,-10.62530041,-19.36710167,1.604700446,-16.08349991,1
-367.800354,108.4405289,-20.14375687,-10.63959312,10.68267632,-21.85071373,-25.84660912,-24.22588348,-13.24282074,-10.53244877,-20.05934906,-0.099896848,-12.47585869,1
-318.7452087,116.4335327,-31.15894318,-22.15625763,14.36796951,-29.04275513,-29.30309296,-28.45797348,-13.29961395,-6.79585886,-22.56405449,-0.720730186,-17.89074516,1
-324.266449,128.5013275,-32.82271957,-24.75480843,9.993225098,-27.58648872,-27.72076416,-28.04633522,-14.24337006,-7.698950768,-18.94218636,2.846920729,-16.24872589,1
-344.0461731,117.1366043,-29.40290833,-21.87032318,11.44322205,-24.71781349,-25.22991562,-25.1128273,-13.80490208,-7.543637276,-19.92235565,-1.936534882,-14.00130653,1
-310.0664063,121.8126297,-43.33087921,-18.65744781,13.94911861,-30.85103416,-30.20576859,-25.12069702,-14.58492947,-7.165120602,-19.08017921,1.219348788,-12.96036911,1
-359.7005615,114.2497177,-25.92039108,-24.65547562,5.276745796,-20.14197922,-16.91312218,-23.81151199,-15.10048199,-10.27481747,-17.25545311,-3.904289961,-19.63783264,1
-324.8378906,117.949646,-43.37375259,-18.3815136,14.97342396,-33.12705231,-26.72403908,-24.29863358,-11.98704624,-5.846060753,-21.78716469,0.413473755,-15.52067089,1
-364.4638062,128.2231598,-25.86764908,-11.49387646,9.044802666,-22.87719345,-23.65533447,-29.25447273,-12.7408638,-5.739960194,-18.44527817,-3.067129612,-10.43152237,1
-285.0842896,120.5509109,-50.7846756,-30.66389656,6.978928089,-31.03460121,-27.8358326,-26.93315887,-9.336873055,-4.136933804,-23.62140656,-0.135184273,-17.71190262,1
-290.4763489,111.8127213,-41.19745255,-26.66548347,10.19986248,-29.99748993,-29.59609985,-27.84684372,-12.85846043,-5.21764183,-21.59841919,-1.986309409,-15.15864182,1
-315.0010071,124.439476,-42.42869949,-24.08874702,15.8676033,-29.25745964,-29.7607975,-23.81085587,-14.00146008,-6.114984035,-20.4060955,0.098006636,-16.88625336,1
-321.4544067,116.4911118,-36.1193161,-22.64432907,6.670042992,-26.51083946,-28.27155876,-26.56391907,-4.1636343,2.182571173,-18.09321785,-5.097867012,-14.36635494,1
-313.0068665,104.5875702,-32.66639709,-11.27721882,11.39308453,-36.38365173,-32.34179306,-25.72156715,-8.98433876,-4.427402496,-23.78696251,-3.714307308,-15.30335331,1
-283.8329163,106.7203979,-47.45575333,-28.75404167,10.38996696,-36.61754227,-34.84729767,-21.93958282,-11.44274807,-3.886167526,-23.12650299,-3.271157026,-20.41003799,1
-285.1282959,118.3210068,-45.27730179,-25.34227943,4.507518768,-32.50486374,-25.61402893,-35.06287003,-8.341748238,3.352634907,-20.59165192,-4.166472912,-15.82689667,1
-328.1130066,114.6920242,-25.6491127,-20.02733421,6.63781786,-31.69346809,-30.50788689,-30.02906036,-10.90289593,0.699082375,-18.24162483,-2.140749216,-16.15759277,1
-337.2032471,127.4153519,-17.63018417,-20.89417267,7.269497871,-27.21429062,-25.94984818,-29.18347549,-13.95559502,-3.393647671,-17.75130463,-1.434834242,-17.06835175,1
-332.8240356,118.7729111,-29.92487335,-20.60069084,8.301984787,-24.26146889,-25.68034935,-27.9915123,-10.94069481,-2.252741098,-17.40859604,-5.472501755,-13.77237892,1
-348.7039185,120.4510193,-22.62188911,-13.67926693,15.80781841,-29.89959526,-28.35795212,-24.82574081,-14.71103573,-3.43211031,-17.98237419,-2.797970772,-13.94792747,1
-309.2707825,100.1490173,-31.52451515,-20.27601051,13.62754631,-37.39903641,-34.3276329,-23.02087784,-17.30662537,-2.203259706,-15.22135925,-1.221595883,-18.34742546,1
-271.4056091,113.4433517,-47.04933548,-16.73733902,13.46733952,-44.62910461,-33.70701599,-28.61890793,-14.72616577,-1.084178925,-25.17700958,-5.421152115,-21.55064583,1
-331.3536377,114.0314484,-42.75204086,-26.29228973,17.87973976,-33.9612236,-28.59039116,-8.430324554,-9.230070114,-7.120365143,-17.33563614,-6.208384037,-19.07428741,1
-356.711731,107.6061325,-43.57125473,-26.51433372,15.01479435,-27.99064255,-25.75515556,-9.227348328,-8.258961678,-6.633770943,-11.0469799,-3.323754787,-24.64095497,1
-317.6849365,109.22435,-46.67029953,-30.70715332,7.141098499,-26.21290398,-26.53172112,-16.73549461,-8.416887283,-7.31938839,-9.696726799,-5.339467525,-23.01468849,1
-329.5979614,113.968895,-45.88125229,-27.62459183,7.809147835,-25.63056946,-22.28950691,-17.1088829,-9.644170761,-6.099164009,-14.54751015,-4.77548933,-21.14939308,1
-302.984436,107.5577927,-37.69448471,-7.10048151,14.61747742,-38.97190475,-31.92930412,-25.931427,-10.84338474,0.403352886,-19.65902519,-0.693435729,-20.914711,1
-305.6767578,115.9564438,-44.90185165,-32.78744125,5.45901823,-25.07265091,-21.6852169,-24.53066254,-12.00268364,-11.26482487,-22.64155769,0.281644672,-20.93644905,1
-335.1720276,119.1476059,-32.59232712,-17.42807579,9.862782478,-28.73789597,-26.76741409,-28.24045563,-10.38826275,-5.188382626,-17.86192322,-4.690328598,-20.70051956,1
-283.8705139,105.9627991,-41.28771973,-15.58836651,7.609793186,-34.83158112,-26.34074593,-31.62783051,-11.21936989,-4.473846912,-21.29088593,-2.856624842,-18.84651375,1
-341.4114685,117.0957642,-33.09706116,-15.86035728,14.14824581,-25.11398506,-25.99910927,-24.08480072,-9.299974442,-0.367765844,-15.07181931,-3.113858461,-12.00063133,1
-309.7780457,126.4307938,-46.59028244,-6.56821537,14.69922829,-35.50012207,-22.09690857,-19.78714943,-16.94288635,-9.801508904,-22.28464127,-1.609522581,-9.891392708,1
-297.8734741,131.3437805,-34.87952805,-8.976421356,13.1935358,-28.10560226,-19.49826813,-23.30421448,-11.40757084,-0.7403754,-18.67740822,0.84476012,-9.47448349,1
-321.65271,128.8891602,-45.02426147,-14.62142467,12.1856966,-30.56981659,-21.11917686,-22.63640213,-9.482893944,-2.194375992,-17.38919258,1.08978641,-10.27343941,1
-340.9494019,112.2246704,-29.65718842,-19.61588669,4.897204876,-25.92874718,-20.62730217,-23.8970871,-15.81481075,-9.538609505,-17.81209183,-0.073322766,-18.86714363,1
-301.9444885,118.0504303,-36.59604263,-29.75542259,6.185578823,-27.10620308,-20.47123146,-20.7102356,-15.80617619,-11.15926361,-21.35052109,-2.389895439,-22.60493851,1
